0,1,3,4
GPL20095,"ID,COL,ROW,Probe name,CONTROL_TYPE,miRNA_ID,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SPOT_ID",,
GPL20590,"ID,PROBE ID,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL20871,"ID,miRNA_ID,Reporter BioSequence Database Entry[mirna],Reporter BioSequence Type,Reporter BioSequence Polymer Type,Reporter Group [role],Reporter Control Type,Reporter Comment,SPOT_ID",,
GPL19351,"ID,Probe Name,SEQUENCE,ORF,Description,Gene Symbol",Gene Symbol,symbol
GPL19819,"ID,COL,ROW,PROBE_NAME,CONTROL_TYPE,ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GB_ACC,SPOT_ID",GENE_SYMBOL,symbol
GPL20013,"ID,GENE_INFO_OLD,SPOT_ID",,
GPL19456,"ID,ORF,name,start,end,startSeq,endSeq,description,reverseSeq,length,SPOT_ID",ORF,entrez
GPL20854,"ID,GENE_EXPR_OPTION,SEQ_ID,PROBE_ID,FEAT_TYPE,ORF,Secondary_name,GB_ACC,Function,MAPLOC,DESCRIPTION,COMMENTS,DATE_ENTERED,SOURCE_DB",GB_ACC,genbank
GPL20849,"ID,Chr_location,SEQUENCE,Symbol,ORF,SPOT_ID,Description",ORF,entrez
GPL20842,"ID,probeset_id,seqname,strand,start,stop,SPOT_ID,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,category",gene_assignment,gene_ass
GPL20844,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,TIGR_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL20652,"ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID",GENE_SYMBOL,symbol
GPL20835,"ID,probeset_id,SPOT_ID,strand,start,stop,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,GO_biological_process,GO_cellular_component,GO_molecular_function,pathway,protein_domains,crosshyb_type,category",gene_assignment,gene_ass
GPL20836,"ID,Oligo_Name,Symbol,GeneName,GB_LIST,ENTREZ_GENE_ID,SEQUENCE,SPOT_ID",ENTREZ_GENE_ID,entrez
GPL20837,"ID,ENTREZ_GENE_ID,Description,SPOT_ID",ENTREZ_GENE_ID,entrez
GPL20180,"ID,SPOT_ID,Locus,ORF,GeneN,GeneS",ORF,entrez
GPL20683,"ID,PROBE_ID,SEQ_ID,GENE_SYMBOL,ORF",GENE_SYMBOL,symbol
GPL20785,"ID,GeneName,accessions,SEQUENCE,ORF,Description,SPOT_ID",ORF,entrez
GPL20807,"ID,GB_ACC,GENE_SYMBOL,SEQUENCE",GENE_SYMBOL,symbol
GPL19121,"ID,ORF,Code,COG,Chromosome,ORGANISM,GENOME_ACC,startpos,endpos,Description,SPOT_ID",ORF,entrez
GPL19903,"ID,SEQUENCE,GB_ACC,PRJNA61773_contig_ID,URGI_contig_ID,GG_marker_ID,Quraishi_wheat_accession,cerealsDB_contig_ID,SPOT_ID",GB_ACC,genbank
GPL19071,"ID,Name,miRNA_ID_LIST,SPOT_ID",,
GPL20794,"ID,miRNA_ID,SPOT_ID",,
GPL20781,"ID,ORF,CONTROL_TYPE,CHROMOSOMAL_LOCATION,SEQUENCE,miRNA_ID,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL20778,"ID,SPOT_ID,ORF,GENENAME,GENE_PRODUCT,SEQUENCE,ELEMENT,ORGANISM,SLG_ALIGN,LENGTH,Tm,GC%,MANUFACTURE ID,SEQUENCE DEFENITION",ORF,entrez
GPL19906,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL20773,"ID,FAMILY,GB_LIST",,
GPL19865,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,TIGR_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL20775,"ID,probeset_id,seqname,strand,start,stop,GB_ACC,SPOT_ID,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,GO_biological_process,GO_cellular_component,GO_molecular_function,pathway,protein_domains,category,locus type,notes",gene_assignment,gene_ass
GPL18940,"ID,NAME,miRNA_ID,SPOT_ID",,
GPL20182,"ID,SPOT_ID",,
GPL20761,"ID,SystematicName,ORF,ORF,protein accn,SEQUENCE,SPOT_ID",ORF,entrez
GPL20762,"ID,miRNA_ID,SPOT_ID,description",,
GPL20768,"ID,probeset_id,seqname,strand,start,stop,SPOT_ID,GB_ACC,SPOT_ID,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,category",gene_assignment,gene_ass
GPL20766,"ID,SPOT_ID,Description",,
GPL19084,"ID,MADB_WELL_ID,OLIGO_ID,GENE,DESCRIPTION,miRNA_ID,SPOT_ID",GENE,entrez
GPL19612,"ID,CONTROL_TYPE,SEQUENCE,TargetID,ncRNA_SeqID,Source,ncRNA_Accession,Chr,Start,End,strand,Description,Genome,GeneSymbol,Seq_type,ControlType,EntrezGeneID,GenbankAccession,GeneName,Go,GB_ACC,UniGeneID,SPOT_ID",EntrezGeneID,entrez
GPL20164,"ID,Gene Symbol,Gene Symbol (7-26-2010),Gene Symbol (2-8-2011),Annotation,Probe ID,Probe ID,REFSEQ,Gene ID,Block,Column,Row,GB_LIST,SPOT_ID",Gene Symbol,symbol
GPL20729,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,TIGR_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL20190,"ID,ORF,Gene ID,SEQUENCE",ORF,entrez
GPL20191,"ID,ORF,Gene ID,SEQUENCE",ORF,entrez
GPL19457,"ID,SEQUENCE,CHROMOSOME,RANGE_GB,RANGE_START,RANGE_END,LENGTH,SPOT_ID",,
GPL19619,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL20751,"ID,miRNA_ID,Reporter Biosequence Database Entry (miRNA),Reporter Biosequence Type,Reporter Biosequence Polymer type,Reporter Group (role),Reporter comment",,
GPL20749,"ID,CONTAINER,SEQ_ID,SEQUENCE,PROBE_CLASS,PROBE_ID",,
GPL20733,"ID,SPECIES,ORF,GB_ACC",GB_ACC,genbank
GPL19768,"ID,ControlType,ProeName,ORF",ORF,entrez
GPL20715,"ID,ORF",ORF,entrez
GPL17517,"ID,SPOT_ID,CONTROL_TYPE,ORF,GENE_NAME,EVENT_SYMBOL,PROBE_CHARACTERISTICS,SPLICED_LOCATION,STRUCTURAL_POSTION,FLAG,CHROMOSOMAL_LOCATION_1,CHROMOSOMAL_LOCATION_2,CHROMOSOMAL_STRAND,SEQUENCE",ORF,entrez
GPL20735,"ID,miRNA_ID,SPOT_ID",,
GPL20716,"ID,COL,ROW,CONTROL_TYPE,SEQUENCE,NAME,Accessions,TARGET_SEQ,SPOT_ID",,
GPL20727,"ID,subarray,sequence,taxon",,
GPL17519,"ID,CONTROL_TYPE,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SPOT_ID",GENE_SYMBOL,symbol
GPL19028,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,miRNA_ID,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION",,
GPL19893,"ID,CONTROL_TYPE,SEQUENCE,ANNOTATION,DESCRIPTION,GENE_NAME,SPOT_ID",,
GPL20722,"ID,Plateform,miRNA_ID",,
GPL20725,"ID,SEQUENCE",,
GPL20726,"ID,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL20712,"ID,miRNA_ID,SPOT_ID",,
GPL20714,"ID,COL,ROW,NAME,SPOT_ID,ACCESSION,REFSEQ,CONTROL_TYPE,DESCRIPTION,SEQUENCE",,
GPL20710,"ID,ENTREZ_GENE_ID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date",ENTREZ_GENE_ID,entrez
GPL18617,"ID,SEQ_ID,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL20706,"ID,accessions,chr_coord,SubTypeName,Sequence,ProbeName,GeneName,SystematicName,Description,ORF,SPOT_ID",ORF,entrez
GPL20709,"ID,SPOT_ID,CONTROL_TYPE,CHROMOSOMAL_LOCATION,SEQUENCE",,
GPL20707,"ID,IlmnID,SNP_ID,PROBE,SNP,AddressA_ID,AlleleA_ProbeSeq,AddressB_ID,AlleleB_ProbeSeq,GenomeBuild,Chr,MapInfo,Ploidy,Species,Source,SourceVersion,SourceStrand,SEQUENCE,TopGenomicSeq,BeadSetId",,
GPL20573,"ID,spot_id,pr_analyte_id,pr_analyte_num,pr_bset_id,pr_gene_symbol,sequence",,
GPL20695,"ID,probeset_id,seqname,strand,start,stop,total_probes,gene_assignment,mrna_assignment,category,SPOT_ID",gene_assignment,gene_ass
GPL20684,"ID,GeneName,SEQUENCE,description,SPOT_ID",,
GPL20686,"ID,SPOT_ID,CONTROL_TYPE,GENE_SYMBOL,ORF,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,SEQUENCE",GENE_SYMBOL,symbol
GPL20689,"ID,CONTROL_TYPE,miRNA_ID,GENE_SYMBOL,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SPOT_ID",GENE_SYMBOL,symbol
GPL19830,"ID,ORF,CONTROL_TYPE,SEQUENCE",ORF,entrez
GPL20622,"ID,Probe Name,ORF,Description,SEQUENCE",ORF,entrez
GPL20678,"ID,BLOCK,ROW,COLUMN,GB_ACC,GENE SYMBOL,DESCRIPTION,SEQUENCE,SPOT_ID",GENE SYMBOL,symbol
GPL20674,"ID,Block,Row,Column,PROBE ID,Name,oligo_id,SEQUENCE,transcript_id (TIGR_release_5),ORF,SPOT_ID",ORF,entrez
GPL20675,"ID,Oligo_ID,Gene symbol,Description,ORF",ORF,entrez
GPL20303,"ID,CONTROL_TYPE,miRNA_ID,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SEQUENCE",,
GPL20663,"ID,PT_ID,ORF,Organism,Gene_category,Subcategory1,Subcategory2,Lineage,SPOT_ID",ORF,entrez
GPL18969,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SEQUENCE",,
GPL18192,"ID,ORF,GENE SYMBOL,GENE SYMBOL,GENE DESCRIPTION,SEQUENCE,SPOT_ID",GENE SYMBOL,symbol
GPL20657,"ID,Name,probeID,miRNA_ID_LIST,Database,SPOT_ID",,
GPL20658,"ID,Name,probeID,miRNA_ID_LIST,Database,SPOT_ID",,
GPL20661,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL20668,"ID,Target_ID,GB_ACC,SPOT_ID,Feature,Gene Name,GenBank Accession,Ensembl Gene,UniGene,EntrezGene,RefseqRNA,Description,Chrom,Start,End,Strand,SEQUENCE",EntrezGene,entrez
GPL20669,"ID,SEQUENCE,CHROMOSOME,RANGE_START,LENGTH,RANGE_END",,
GPL20292,"ID,description,ORF,public_transcript_id,pubmed_id,seqname,symbol,unigene_id,SPOT_ID",ORF,entrez
GPL20650,"ID,ENTREZ_GENE_ID,Description",ENTREZ_GENE_ID,entrez
GPL20026,"ID,SPOT_ID,miRNA_ID_LIST,feature id",,
GPL20608,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL16414,"ID,mAdB_WELL_ID,Block,Row,Column,OLIGO_ID,miRNA_ID,SPOT_ID",,
GPL18968,"ID,ORF,SPOT_ID,Status",ORF,entrez
GPL19372,"ID,ProbeName,ProbeType,SEQUENCE,Chromosome,GB_RANGE,RANGE_START,RANGE_END,Strand,lncRNA contig,GI,Symbol,Description,SPOT_ID",,
GPL19896,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL20641,"ID,SPOT_ID,IlmnStrand,SNP,AddressA_ID,AlleleA_ProbeSeq,AddressB_ID,AlleleB_ProbeSeq,GenomeBuild,Chr,MapInfo,Ploidy,Species,Source,SourceVersion,SourceStrand,SourceSeq,TopGenomicSeq,BeadSetID,Exp_Clusters,RefStrand",,
GPL20315,"ID,ORF,Description,Control_Type,SPOT_ID",ORF,entrez
GPL19997,"ID,Name,miRNA_ID,SPOT_ID",,
GPL20616,"ID,DEFLINE,TAIR10_NAME,TAIR10_DEFLINE,CLONE_ID,SPOT_ID",,
GPL20618,"ID,TAIR ID,ORF,SEQUENCE",ORF,entrez
GPL20623,"ID,Chromosome,Start,End,SPOT_ID",,
GPL20201,"ID,TC ID,TC annot,GB_ACC,SPOT_ID,Human RefSeq,ENSG,ENST,ENSP,EMBL annot,Entrez,OMIM,SEQUENCE",Entrez,entrez
GPL20611,"ID,SPOT_ID,NAME,CONTROL_TYPE,DISTANCE,GENE_NO.,CHROMOSOMAL_LOCATION,GENESYMBOL,SEQUENCE",,
GPL20606,"ID,GB_ACC,SystematicName,Description,SPOT_ID",GB_ACC,genbank
GPL20609,"ID,ORF",ORF,entrez
GPL19891,"ID,GeneSymbol,SPOT_ID,ORF,Range_start,Range_end,Range_strand,GeneType,ProbesNumber",ORF,entrez
GPL19582,"ID,CLONE_ID,ORF,CGID,FlyBaseTranscript,FeatureName,FeatureType,SEQUENCE",ORF,entrez
GPL19890,"ID,GeneSymbol,SPOT_ID,ORF",ORF,entrez
GPL18735,"ID,TAIR10_gene_locus_id,gene_name,description,chromosome,start,stop,strand,length,SPOT_ID",,
GPL20582,"ID,Reporter Identifier,Reporter Name,Reporter Description,ORF,Reporter Control Type,SPOT_ID",ORF,entrez
GPL20588,"ID,COL,ROW,NAME,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID",GENE_SYMBOL,symbol
GPL20581,"ID,SPOT_ID,CONTROL_TYPE,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SEQUENCE",,
GPL15712,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,locus_tag,DESCRIPTION,SEQUENCE",GENE_SYMBOL,symbol
GPL20578,"ID,COL,ROW,PROBE NAME,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,SNP_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,SPOT_ID",GENE_SYMBOL,symbol
GPL20579,"ID,COL,ROW,PROBE NAME,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,SNP_ID,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,SPOT_ID",GENE_SYMBOL,symbol
GPL19852,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,CHROMOSOMAL_LOCATION,SEQUENCE",,
GPL19853,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,CHROMOSOMAL_LOCATION,SEQUENCE",,
GPL20575,"ID,SPOT_ID,CONTROL_TYPE,DISTANCE,GENE_NO.,CHROMOSOMAL_LOCATION,GENE_SYMBOL,SEQUENCE",GENE_SYMBOL,symbol
GPL20577,"ID,Gene Symbol,ORF,Gene Name,Genbank,Entrez Gene ID,SPOT_ID",Entrez Gene ID,entrez
GPL20566,"ID,Gene_symbol,Description,Group,Gene_ID,GB_LIST,Protein_accession.version,Ensembl_gene,Ensembl_transcript,Ensembl_protein",,
GPL20567,"ID,Precursor_Acc,Precursor_ID,Mature_Acc,miRNA_ID,SEQUENCE",,
GPL20568,"ID,Precursor_Acc,Precursor_ID,Mature_Acc,miRNA_ID,SEQUENCE",,
GPL20569,"ID,Precursor_Acc,Precursor_ID,Mature_Acc,miRNA_ID,SEQUENCE",,
GPL20574,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SEQUENCE",GB_ACC,genbank
GPL20331,"ID,reporterId,geneName,ORF,miRNA_ID,geneSymbol",ORF,entrez
GPL20333,"ID,IlmnID,IlmnStrand,SNP,AddressA_ID,SEQUENCE,AddressB_ID,SEQUENCE,GenomeBuild,Chr,MapInfo,Ploidy,Species,Source,SourceVersion,SourceStrand,SourceSeq,TopGenomicSeq,BeadSetID,Exp_Clusters,RefStrand",,
GPL20334,"ID,probeset_id,seqname,strand,start,stop,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,GO_biological_process,GO_cellular_component,GO_molecular_function,pathway,protein_domains,crosshyb_type,category,SPOT_ID",gene_assignment,gene_ass
GPL20321,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL20327,"ID,SEQ_UNIQUE,FEAT_TYPE,ORF,SECONDARY_NAME,ACCESSION,GI,FUNCTION,CHROMOSOME,MAPLOC,DESCRIPTION",ORF,entrez
GPL20328,"ID,SPOT_ID,GB_RANGE,RANGE_START,LENGTH,RANGE_END,PROBE_DESIGN_ID,CONTAINER,PROBE_SEQUENCE,PROBE_CLASS,X,Y",,
GPL19603,"ID,ORF",ORF,entrez
GPL19406,"ID,miRNA_ID,Target_Sequence",,
GPL19971,"ID,ProbeName,SEQUENCE,GeneName,SPOT_ID,GB_ACC",GB_ACC,genbank
GPL20324,"ID,Block,Row,Column,Oligo ID,Primary Strain,Primary Target,Gene,Gene Symbol,reporterId,ORF,SPOT_ID",Gene Symbol,symbol
GPL20311,"ID,Agilent_probe_name,Refseq ID,Genebank Accession,Gene Symbol,Gene Description,Chromosome Number,Chromosome Map Location,SEQUENCE,Chromosome Coordinates,DCC Gene Symbol,ORF_LIST,SPOT_ID",Gene Symbol,symbol
GPL18593,"ID,SEQUENCE",,
GPL18594,"ID,SEQUENCE",,
GPL18595,"ID,SEQUENCE",,
GPL18596,"ID,SEQUENCE",,
GPL18597,"ID,SEQUENCE",,
GPL15710,"ID,miRNA_ID,SEQUENCE,Reporter Source,miRNA_LIST",,
GPL20299,"ID,GeneName,ORF,Description,SEQUENCE",ORF,entrez
GPL20312,"ID,probeset_id,seqname,strand,start,stop,total_probes,gene_assignment,mrna_assignment,swissprot,unigene,category,SPOT_ID",gene_assignment,gene_ass
GPL18641,"ID,ORF,GB_ACC,lncRNA_ID,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL19374,"ID,SEQUENCE,CHROMOSOME_V8.2,POSITION_V8.2,ORF_V8.2,ORF",ORF,entrez
GPL19232,"ID,Probe Name,GB_ACC,Gene Name,Blast Gene Symbol,Blast Gene Description,Blast Refseq ID,Blast Chromosome Map Location,Blast Probe Sequence,SPOT_ID",GB_ACC,genbank
GPL19398,"ID,MWGID,UniqueID,Name,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL20278,"ID,miRNA_ID,Reporter Name,Target Sequence (5' to 3'),Block,Row,Column,Group,Reporter Control Type,Note,Probe Source,Accession,SPOT_ID",,
GPL20288,"ID,GI_PROTEIN,ORF,SEQUENCE,GENOME_ACC,SPOT_ID",ORF,entrez
GPL19748,"ID,SPOT_ID,ControlType,Sequence,Description",,
GPL20224,"ID,SEQUENCE",,
GPL15689,"ID,EST_CONTIG_ID,SEQUENCE,SPOT_ID,Gos,Definition",,
GPL13714,"ID,Orchidstra_EST,SPOT_ID",,
GPL20270,"ID,NAME,CONTROL_TYPE,ORF,GENESYMBOL,COG,KEGG_NAME,CHROMOSOMAL_LENGTH,CHROMOSOMAL_START,CHROMOSOMAL_END,CHROMOSOME_STRAND,DESCRIPTION,SEQUENCE,SPOT_ID",ORF,entrez
GPL16976,"ID,miRNA_ID_LIST,Description,Stem-loop sequence accession [human],Stem-loop sequence accession [mouse],Stem-loop sequence accession [rat],Stem-loop sequence accession [virus],Mature sequence accession [human],Mature sequence accession [mouse],Mature sequence accession [rat],Mature sequence accession [virus],SEQUENCE",,
GPL18280,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL18713,"ID,miRNA_ID,Gene.ID,Annotation.1,Annotation.2,Annotation.3",,
GPL19008,"ID,Row,Col,GeneName,accessions,SEQUENCE,ControlType,ProbeName,ORF,Description,SPOT_ID",ORF,entrez
GPL19627,"ID,UniqueID2007,UniqueID2013,GB_ACC,Name,SPOT_ID",GB_ACC,genbank
GPL19898,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL19899,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL19946,"ID,Row,Col,ProbeName,GB_ACC,SPOT_ID,SEQUENCE,Chr_Coord",GB_ACC,genbank
GPL20015,"ID,ORF,Annotation",ORF,entrez
GPL20094,"ID,COL,ROW,NAME,CONTROL_TYPE,ACCESSION_STRING,ORF,CHROMOSOMAL_LOCATION,SEQUENCE,SPOT_ID,ORDER",ORF,entrez
GPL19811,"ID,miRNA_ID,SPOT_ID",,
GPL18620,"ID,ProbeSetIDs,CLONE_ID",,
GPL19751,"ID,CONTROL_TYPE,ACCESSION_STRING,SEQUENCE,SPOT_ID",,
GPL19750,"ID,CONTROL_TYPE,ACCESSION_STRING,SEQUENCE,SPOT_ID",,
GPL20252,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL20253,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL20255,"ID,accessions,chr_coord,SPOT_ID",,
GPL20248,"ID,NAME,CONTROL_TYPE,REFSEQ,GB ACC,ORF,GENE SYMBOL,GENEID,TARGET_ID,ACCESSION_STRING,CHROMOSOMAL_END,CHROMOSOMAL_START,CHROMOSOME_STRAND,DESCRIPTION,SEQUENCE,SPOT_ID",GENE SYMBOL,symbol
GPL20258,"ID,transcript_cluster_id,seqname,strand,start,stop,total_probes,SPOT_ID,gene_assignment,mrna_assignment,swissprot,unigene,category,locus type,notes",gene_assignment,gene_ass
GPL19395,"ID,GB_ACC,SystematicName,GeneName,Accession_string,ControlType,Chromosome_coordinates,Description,SPOT_ID,SEQUENCE",GB_ACC,genbank
GPL20243,"ID,GENE_NAME,PT_ID,GB_ACC,GI,SPOT_ID",GB_ACC,genbank
GPL20249,"ID,SPOT_ID,CONTROL_TYPE,GB_ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,RANGE_GB,RANGE_START,RANGE_END,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL20235,"ID,PT_GI,ORF,Gene-category,Sub-category1,Sub-category2,Organism,Lineage",ORF,entrez
GPL19096,"ID,CONTROL_TYPE,SPOT_ID,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL19111,"ID,COL,ROW,NAME,CONTROL_TYPE,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SEQUENCE,SPOT_ID",,
GPL20234,"ID,SPOT_ID,Description",,
GPL19291,"ID,probeset_id,seqname,strand,start,stop,total_probes,gene_assignment,ORF,GB_ACC,SPOT_ID,mrna_assignment,swissprot,unigene,GO_biological_process,GO_cellular_component,GO_molecular_function,pathway,protein_domains,crosshyb_type,category",gene_assignment,gene_ass
GPL19654,"ID,SEQUENCE,CHROMOSOMAL_LOCATION,Fw,Chr,Start,End",,
GPL18807,"ID,Chr,Position,SNP,SPOT_ID",,
GPL20207,"ID,ProbeName,GeneName,SEQUENCE,SPOT_ID",,
GPL20212,"ID,InterPro Hits,Genome position,SPOT_ID,Protein ID",,
GPL18609,"ID,miRNA_ID",,
GPL17662,"ID,SPOT_ID,Symbol,Description",,
GPL20202,"ID,DFCI ID (release9),GeneName_medaka,GO_medaka,GenBank_medaka,Description_medaka,GB_LIST,GB_ACC,SPOT_ID,RefSeqAccession_zebrafish,EntrezGeneID_zebrafish,GeneSymbol_zebrafish,E-value_zebrafish,RefSeqAccession_human,EntrezGeneID_human,GeneSymbol_human,E-value_human",EntrezGeneID_zebrafish,entrez
GPL20163,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,GB ACC,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION",GENE_SYMBOL,symbol
GPL20205,"ID,GB_ACC",GB_ACC,genbank
GPL18106,"ID,miRNA_ID,SEQUENCE",,
GPL18174,"ID,SEQUENCE,SEQ_ID,POSITION",,
GPL18175,"ID,Chr,Start,End,SEQUENCE",,
GPL19061,"ID,PROBE_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,TIGR_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID",GENE_SYMBOL,symbol
GPL20187,"ID,ORF",ORF,entrez
GPL20175,"ID,PT_GI,SPOT_ID,ORF,Gene category,Sub-category1,Sub-category2,Organism,Lineage",ORF,entrez
GPL20179,"ID,SPOT_ID,SEQUENCE,ORF",ORF,entrez
GPL20185,"ID,COL,ROW,NAME,CONTROL_TYPE,GENOME_ACC,GENE,ACCESSION_STRING,CHROMOSOMAL_LOCATION,SEQUENCE,SPOT_ID",GENE,entrez
